"gaptext","date","gap_open","gap_high","gap_low","gap_close","gap_volume","gap_adj_close","ny_snow","ny_mean_temp","ny_max_temp","ny_min_temp","la_snow","la_mean_temp","la_max_temp","la_min_temp","chi_snow","chi_mean_temp","chi_max_temp","chi_min_temp","hou_snow","hou_mean_temp","hou_max_temp","hou_min_temp","unemployment"
NA,2006-10-24,19.92,20.030001,19.809999,19.940001,5613900,16.37823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-23,19.82,20.129999,18.959999,20.059999,10125600,16.476794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-20,19.93,19.940001,19.040001,19.299999,7981500,15.852549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-19,19.719999,19.870001,19.440001,19.469999,4739900,15.992183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-18,19.469999,19.73,19.42,19.559999,6724300,16.066106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-17,19.290001,19.5,19.1,19.459999,4667300,15.983969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-16,19.639999,19.639999,19.200001,19.49,6287900,16.00861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-13,19.719999,19.92,19.620001,19.85,3477000,16.304306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-12,19.809999,19.98,19.66,19.809999,3913600,16.27145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-11,19.57,19.940001,19.4,19.809999,5299000,16.27145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-10,19.25,19.74,19.209999,19.620001,7531200,16.11539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-09,19.16,19.280001,18.9,19.25,9919100,15.81148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-06,19.299999,19.4,19.030001,19.07,6438200,15.663633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-05,19.360001,19.360001,18.85,19.26,8682900,15.819694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-04,19.219999,19.5,19.200001,19.440001,5824400,15.901833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-03,18.9,19.299999,18.74,19.209999,8621000,15.713693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-10-02,19.129999,19.200001,18.870001,18.93,4342200,15.484655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-29,19.01,19.27,18.93,18.950001,4857300,15.501015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-28,19.07,19.34,19.02,19.17,10550600,15.680974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-27,18.9,19.440001,18.9,19.07,11243300,15.599174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-26,18.530001,18.639999,18.43,18.5,3107000,15.132917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-25,18.49,18.709999,18.43,18.469999,5817600,15.108376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-22,18.08,18.43,18.030001,18.389999,3367500,15.042937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-21,18.34,18.440001,18.139999,18.16,4774200,14.854798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-20,18.290001,18.469999,18.190001,18.34,5901100,15.002037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-19,18.280001,18.450001,18.09,18.16,5690500,14.854798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-18,18,18.48,17.959999,18.209999,14597100,14.895697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-15,17.85,17.98,17.68,17.92,8216300,14.658479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-14,17.49,17.780001,17.469999,17.68,14951400,14.46216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-13,17.48,17.59,17.370001,17.48,12703800,14.298561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-12,16.99,17.33,16.99,17.08,10570400,13.971363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-11,16.85,17.07,16.77,16.9,9557100,13.824123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-08,16.610001,16.91,16.41,16.9,5255800,13.824123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-07,16.92,17,16.709999,16.73,11424300,13.685064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-06,16.76,16.950001,16.610001,16.92,10410500,13.840484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-05,16.969999,17.02,16.709999,16.75,10233400,13.701424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-09-01,16.940001,17,16.809999,16.9,4638900,13.824123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-31,17.15,17.15,16.77,16.809999,15874000,13.750504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-30,17.01,17.27,16.959999,17.219999,7944200,14.085882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-29,16.93,17.07,16.870001,16.959999,5511300,13.873203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-28,16.67,17.030001,16.620001,16.85,4201900,13.783224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-25,16.48,16.76,16.450001,16.610001,6635700,13.586906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-24,16.51,16.6,16.41,16.57,8363800,13.554185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-23,16.75,16.84,16.48,16.52,8745100,13.513286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-22,16.91,16.969999,16.75,16.799999,8110900,13.742324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-21,16.549999,16.969999,16.549999,16.870001,5337000,13.799585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-18,16.65,16.82,16.459999,16.65,20886500,13.619625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-17,17.41,17.719999,17.200001,17.299999,5226700,14.151321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-16,17.200001,17.48,17.110001,17.379999,3887800,14.216761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-15,17,17.299999,16.92,17.25,3259200,14.110422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-14,17,17.120001,16.93,17,6894700,13.905923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-11,16.75,16.98,16.709999,16.9,3377100,13.824123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-10,16.57,16.92,16.57,16.809999,3532700,13.750504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-09,16.870001,16.99,16.58,16.6,3638000,13.578725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-08,16.93,16.99,16.59,16.799999,6622800,13.742324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-07,16.75,16.92,16.629999,16.9,3186200,13.824123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-04,16.860001,17.049999,16.629999,16.75,4050300,13.701424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-03,16.5,16.809999,16.25,16.610001,10128700,13.586906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-02,16.049999,17.5,16.049999,17.120001,3790800,14.004083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-08-01,17.17,17.18,16.870001,16.889999,5249400,13.815943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-31,17.110001,17.66,17.110001,17.35,5842400,14.192222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-28,16.700001,17.23,16.6,17.120001,4349500,14.004083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-27,17.07,17.16,16.5,16.549999,3138500,13.537825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-26,16.940001,17.1,16.73,17.01,4175800,13.914103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-25,16.889999,17.15,16.65,16.879999,7015900,13.807763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-24,16.26,17.08,16.26,16.799999,5429000,13.742324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-21,16.48,16.51,16.24,16.26,4331500,13.300607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-20,16.73,17,16.450001,16.469999,6291000,13.472385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-19,16.25,16.799999,16.25,16.73,7084500,13.685064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-18,16.370001,16.549999,15.91,16.219999,5721600,13.267886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-17,16.4,16.68,16.35,16.379999,7615500,13.398765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-14,16.52,16.530001,16.07,16.360001,4115000,13.382407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-13,16.9,16.969999,16.200001,16.51,5749300,13.505106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-12,17.35,17.450001,16.809999,16.950001,5116600,13.865024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-11,17.469999,17.620001,17,17.290001,5568400,14.143143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-10,16.65,17.75,16.639999,17.57,8149400,14.37218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-07,16.959999,16.99,16.52,16.620001,6068900,13.595086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-06,17.030001,17.1,16.780001,16.950001,4696300,13.865024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-05,17.25,17.35,16.93,17.030001,4719400,13.930464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-07-03,17.530001,17.6,17.15,17.24,1620800,14.102242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-30,17.370001,17.440001,17.26,17.4,4122500,14.233121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-29,17,17.459999,16.9,17.440001,3123000,14.200402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-28,17.030001,17.15,16.83,16.889999,2691200,13.752567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-27,17.25,17.32,16.889999,16.92,6608300,13.776995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-26,17.5,17.65,17.280001,17.299999,3135300,14.086407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-23,17.370001,17.629999,17.309999,17.530001,2304900,14.273684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-22,17.450001,17.52,17.27,17.4,3431900,14.167831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-21,17.57,17.639999,17.41,17.48,6163900,14.232971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-20,17.360001,17.67,17.26,17.610001,3932500,14.338823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-19,17.73,17.83,17.32,17.4,3367400,14.167831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-16,17.59,17.77,17.49,17.6,5598700,14.330681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-15,17.25,17.700001,17.23,17.58,6512500,14.314395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-14,17.280001,17.530001,17.18,17.25,3999600,14.045695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-13,17.379999,17.67,17.209999,17.299999,3951600,14.086407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-12,17.790001,17.799999,17.360001,17.379999,3015500,14.151546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-09,17.379999,17.92,17.33,17.790001,4899000,14.485387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-08,17.5,17.6,17.299999,17.41,4352900,14.175974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-07,17.530001,17.690001,17.469999,17.559999,4166300,14.29811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-06,17.389999,17.700001,17.23,17.469999,4394300,14.224828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-05,17.809999,17.85,17.42,17.42,3131800,14.184117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-02,17.969999,17.99,17.41,17.889999,6409600,14.56681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-06-01,18.1,18.290001,17.85,18,4867500,14.656378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-31,17.950001,18.23,17.879999,18.200001,4631800,14.819227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-30,18.200001,18.209999,17.860001,17.93,3697300,14.599381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-26,18.33,18.42,18.200001,18.34,2330400,14.93322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-25,18.280001,18.389999,18.129999,18.26,3157700,14.868081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-24,18.629999,18.629999,18.08,18.27,4738400,14.876224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-23,18.690001,18.879999,18.6,18.620001,8298900,15.161209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-22,18.379999,18.700001,18.120001,18.629999,6034600,15.16935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-19,18.5,18.780001,18.280001,18.48,10528200,15.047214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-18,17.870001,18,17.75,17.92,5931000,14.591238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-17,17.860001,17.98,17.76,17.809999,5263800,14.501671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-16,17.969999,18.07,17.950001,17.959999,6178100,14.623807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-15,17.870001,18.09,17.790001,18.01,3983400,14.66452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-12,18,18.049999,17.799999,17.85,5777100,14.534241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-11,18.129999,18.200001,17.98,18,4144800,14.656378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-10,18.24,18.33,18.07,18.25,4635200,14.859938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-09,18.43,18.48,18.24,18.309999,3974700,14.908793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-08,18.4,18.860001,18.370001,18.49,6753900,15.055357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-05,18.15,18.370001,18,18.370001,3950600,14.957648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-04,18.450001,18.49,18.030001,18.16,4675500,14.786656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-03,18.02,18.07,17.98,18.030001,5712200,14.680805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-02,18.190001,18.24,17.99,18.02,5837900,14.672663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-05-01,18.17,18.35,18.07,18.15,6555700,14.778514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-28,17.940001,18.110001,17.93,18.09,5297100,14.72966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-27,18,18.1,17.9,17.99,5175600,14.648235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-26,17.99,18.25,17.969999,18.02,6349400,14.672663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-25,17.950001,18.08,17.83,18.01,3566600,14.66452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-24,17.92,18.030001,17.84,17.93,3688700,14.599381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-21,18.07,18.07,17.799999,17.92,3868700,14.591238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-20,17.83,18,17.799999,17.940001,4328900,14.607523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-19,17.700001,17.9,17.65,17.809999,6276600,14.501671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-18,17.540001,17.799999,17.51,17.690001,4972900,14.403963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-17,17.639999,17.799999,17.34,17.549999,4458300,14.289967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-13,17.719999,17.83,17.639999,17.67,6796200,14.387677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-12,17.559999,18,17.559999,17.709999,5580000,14.420246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-11,17.82,18.07,17.68,17.950001,5493900,14.615666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-10,18.200001,18.209999,17.700001,17.870001,6293100,14.550527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-07,18.709999,18.709999,18.190001,18.209999,5173700,14.827368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-06,18.27,18.66,18.24,18.57,7763400,15.120496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-05,18.66,18.85,18.559999,18.66,3746700,15.193778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-04,18.459999,18.780001,18.34,18.700001,3723300,15.226348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-04-03,19.08,19.1,18.469999,18.49,7378300,15.055357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-31,18.27,18.799999,18.200001,18.68,7219200,15.210063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-30,17.969999,18.389999,17.950001,18.34,4638500,14.868082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-29,18.120001,18.23,18.030001,18.030001,3766700,14.616768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-28,18.43,18.43,18.07,18.129999,3926900,14.697836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-27,18.1,18.42,18.09,18.35,3051800,14.876189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-24,18.200001,18.26,18.1,18.15,2454100,14.71405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-23,18.16,18.34,18.139999,18.280001,2779100,14.819441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-22,17.93,18.32,17.93,18.26,2173200,14.803227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-21,18.290001,18.32,17.969999,17.99,3257500,14.584339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-20,18.17,18.360001,18.16,18.25,2191400,14.795119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-17,18.370001,18.379999,18.18,18.219999,4582000,14.770798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-16,18.190001,18.389999,18.15,18.25,4392500,14.795119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-15,18.190001,18.290001,18.129999,18.190001,3252500,14.746478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2006-03-14,17.9,18.27,17.860001,18.26,5665600,14.803227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
